purchasing,purchased,total
K65,N79,0
K65,N80-82,1931.05
K65,O,0
K65,P,159.68
K65,Q86,143.48
K65,Q87_88,0
K65,R90-92,4.12
K65,R93,0
K65,S94,75
K65,S95,53.51
K65,S96,0
K65,T,0
K65,HH,7639
K66,A01,0
K66,A02,0
K66,A03,0
K66,B,0
K66,C10-12,11.67
K66,C13-15,2.77
K66,C16,0
K66,C17,218.01
K66,C18,379.14
K66,C19,18.92
K66,C20,4.31
K66,C21,0
K66,C22,35.59
K66,C23,0
K66,C24,0
K66,C25,0
K66,C26,5.85
K66,C27,6.6
K66,C28,0
K66,C29,3.95
K66,C30,0
K66,C31_32,9.78
K66,C33,8.37
K66,D,26.97
K66,E36,90.11
K66,E37-39,54.97
K66,F,630.09
K66,G45,8.88
K66,G46,245.45
K66,G47,18.8
K66,H49,107.7
K66,H50,0.55
K66,H51,243.96
K66,H52,21.76
K66,H53,193.91
K66,I,262.56
K66,J58,854.15
K66,J59_60,43.69
K66,J61,841.77
K66,J62_63,911.7
K66,K64,2525.54
K66,K65,892.38
K66,K66,2125.91
K66,L68B,1209.31
K66,L68A,0
K66,M69_70,1431.28
K66,M71,228.69
K66,M72,0
K66,M73,0
K66,M74_75,335.34
K66,N77,808.18
K66,N78,178.88
K66,N79,0
K66,N80-82,1323.33
K66,O,0
K66,P,8.83
K66,Q86,98.98
K66,Q87_88,0
K66,R90-92,0
K66,R93,0
K66,S94,32.21
K66,S95,66.11
K66,S96,0
K66,T,0
K66,HH,8876
L68B,A01,0.29
L68B,A02,1.63
L68B,A03,0
L68B,B,1.55
L68B,C10-12,82.37
L68B,C13-15,12.2
L68B,C16,38.18
L68B,C17,74.5
L68B,C18,106.11
L68B,C19,61.28
L68B,C20,90.99
L68B,C21,1.09
L68B,C22,16.03
L68B,C23,62.87
L68B,C24,0.01
L68B,C25,89.59
L68B,C26,5.65
L68B,C27,54.86
L68B,C28,6.74
L68B,C29,6.85
L68B,C30,12.93
L68B,C31_32,9.62
L68B,C33,23.96
L68B,D,430.6
L68B,E36,22.62
L68B,E37-39,751.59
L68B,F,1178.75
L68B,G45,26.12
L68B,G46,455.96
L68B,G47,26.09
L68B,H49,142.66
L68B,H50,0.5
L68B,H51,21.81
L68B,H52,516.97
L68B,H53,79.98
L68B,I,485.97
L68B,J58,51.61
L68B,J59_60,256.09
L68B,J61,414.13
L68B,J62_63,377.23
L68B,K64,11983.39
L68B,K65,214.17
L68B,K66,41.89
L68B,L68B,8215.13
L68B,L68A,0
L68B,M69_70,2863.71
L68B,M71,997.68
L68B,M72,0.35
L68B,M73,50.12
L68B,M74_75,92.14
L68B,N77,485.12
L68B,N78,165.31
L68B,N79,7.9
L68B,N80-82,3543.46
L68B,O,0
L68B,P,77.85
L68B,Q86,13.89
L68B,Q87_88,0
L68B,R90-92,14.33
L68B,R93,70.04
L68B,S94,35.86
L68B,S95,7.8
L68B,S96,21.35
L68B,T,0
L68B,HH,15848.5
L68A,A01,0
L68A,A02,0
L68A,A03,0
L68A,B,0
L68A,C10-12,0
L68A,C13-15,32.4
L68A,C16,93.18
L68A,C17,41.63
L68A,C18,0
L68A,C19,0
L68A,C20,192.95
L68A,C21,0
L68A,C22,38.25
L68A,C23,33.24
L68A,C24,0
L68A,C25,51.37
L68A,C26,0
L68A,C27,51.75
L68A,C28,0
L68A,C29,0
L68A,C30,0
L68A,C31_32,0
L68A,C33,0
L68A,D,0
L68A,E36,0
L68A,E37-39,0
L68A,F,2795.22
L68A,G45,0
L68A,G46,191.76
L68A,G47,18.9
L68A,H49,24.92
L68A,H50,0.36
L68A,H51,0.34
L68A,H52,2.4
L68A,H53,0
L68A,I,0
L68A,J58,0
L68A,J59_60,0
L68A,J61,0
L68A,J62_63,0
L68A,K64,7113.35
L68A,K65,39.23
L68A,K66,0
L68A,L68B,956.1
L68A,L68A,0
L68A,M69_70,0
L68A,M71,0
L68A,M72,0
L68A,M73,0
L68A,M74_75,0
L68A,N77,0
L68A,N78,0
L68A,N79,0
L68A,N80-82,275.05
L68A,O,0
L68A,P,0
L68A,Q86,0
L68A,Q87_88,0
L68A,R90-92,0
L68A,R93,0
L68A,S94,0
L68A,S95,15.85
L68A,S96,0
L68A,T,0
L68A,HH,862
M69_70,A01,0.02
M69_70,A02,1.2
M69_70,A03,0
M69_70,B,8.3
M69_70,C10-12,387.66
M69_70,C13-15,38.32
M69_70,C16,11.16
M69_70,C17,324.97
M69_70,C18,1052.03
M69_70,C19,300.44
M69_70,C20,48.27
M69_70,C21,3.3
M69_70,C22,129.87
M69_70,C23,57.05
M69_70,C24,5.68
M69_70,C25,88.91
M69_70,C26,89.18
M69_70,C27,131.16
M69_70,C28,42.33
M69_70,C29,27.46
M69_70,C30,12
M69_70,C31_32,66.3
M69_70,C33,68.38
M69_70,D,612.87
M69_70,E36,53.13
M69_70,E37-39,565.1
M69_70,F,279.15
M69_70,G45,68.19
M69_70,G46,1232.96
M69_70,G47,72.18
M69_70,H49,289.26
M69_70,H50,1.37
M69_70,H51,130.19
M69_70,H52,936.31
M69_70,H53,695.61
M69_70,I,1375.66
M69_70,J58,166.94
M69_70,J59_60,1395.65
M69_70,J61,1837.48
M69_70,J62_63,1050.75
M69_70,K64,5689.96
M69_70,K65,733.41
M69_70,K66,363.47
M69_70,L68B,4343.69
M69_70,L68A,0
M69_70,M69_70,29163.67
M69_70,M71,817.02
M69_70,M72,0
M69_70,M73,149.66
M69_70,M74_75,426.15
M69_70,N77,2401.18
M69_70,N78,530.07
M69_70,N79,113.22
M69_70,N80-82,4763.73
M69_70,O,0
M69_70,P,445.35
M69_70,Q86,26.6
M69_70,Q87_88,0
M69_70,R90-92,12.25
M69_70,R93,201.84
M69_70,S94,124.99
M69_70,S95,43.81
M69_70,S96,92.46
M69_70,T,0
M69_70,HH,46728.97
M71,A01,0.14
M71,A02,0.52
M71,A03,0
M71,B,3.06
M71,C10-12,162.09
M71,C13-15,1.52
M71,C16,1.77
M71,C17,86.47
M71,C18,453.78
M71,C19,101.81
M71,C20,41.23
M71,C21,2.4
M71,C22,131.7
M71,C23,49.37
M71,C24,0.49
M71,C25,59.78
M71,C26,50.93
M71,C27,72.27
M71,C28,48.53
M71,C29,2.85
M71,C30,4.32
M71,C31_32,37.08
M71,C33,21.8
M71,D,150.22
M71,E36,20.87
M71,E37-39,210.85
M71,F,89.87
M71,G45,20.34
M71,G46,680.21
M71,G47,41.21
M71,H49,140.66
M71,H50,0.68
M71,H51,61.95
M71,H52,467.26
M71,H53,248.8
M71,I,582.4
M71,J58,75.35
M71,J59_60,639.85
M71,J61,560.07
M71,J62_63,406.87
M71,K64,566.06
M71,K65,154.05
M71,K66,123.77
M71,L68B,1599.54
M71,L68A,0
M71,M69_70,1921.83
M71,M71,11741.77
M71,M72,4.41
M71,M73,73.58
M71,M74_75,93.6
M71,N77,677.93
M71,N78,210.12
M71,N79,39.09
M71,N80-82,957.95
M71,O,0
M71,P,181.11
M71,Q86,4.66
M71,Q87_88,0
M71,R90-92,3.51
M71,R93,83.44
M71,S94,13.38
M71,S95,22.94
M71,S96,56.26
M71,T,0
M71,HH,18629.5
M72,A01,0.79
M72,A02,1.83
M72,A03,0
M72,B,15.25
M72,C10-12,413.64
M72,C13-15,6.37
M72,C16,6.58
M72,C17,62.18
M72,C18,408.25
M72,C19,89.5
M72,C20,149.52
M72,C21,6.47
M72,C22,47.3
M72,C23,155.17
M72,C24,36.96
M72,C25,35.42
M72,C26,172.44
M72,C27,73.9
M72,C28,26.74
M72,C29,15.7
M72,C30,9.04
M72,C31_32,23.92
M72,C33,275.09
M72,D,245.05
M72,E36,94.64
M72,E37-39,242.62
M72,F,1006.17
M72,G45,55.97
M72,G46,708.54
M72,G47,63.32
M72,H49,454.19
M72,H50,1.14
M72,H51,112.28
M72,H52,204.89
M72,H53,152.41
M72,I,418.17
M72,J58,242.31
M72,J59_60,466.01
M72,J61,840.01
M72,J62_63,541.96
M72,K64,560.8
M72,K65,160.11
M72,K66,73
M72,L68B,1710.6
M72,L68A,0
M72,M69_70,2730.53
M72,M71,630.09
M72,M72,1143.35
M72,M73,59.8
M72,M74_75,257.6
M72,N77,1461.2
M72,N78,161.24
M72,N79,19.43
M72,N80-82,2602.05
M72,O,0
M72,P,236.75
M72,Q86,39.94
M72,Q87_88,0
M72,R90-92,10.27
M72,R93,53.3
M72,S94,57.16
M72,S95,17.21
M72,S96,38.66
M72,T,0
M72,HH,16963.93
M73,A01,0
M73,A02,0
M73,A03,0
M73,B,2.14
M73,C10-12,185.19
M73,C13-15,0
M73,C16,1.94
M73,C17,24.38
M73,C18,27.57
M73,C19,115.53
M73,C20,16.68
M73,C21,0.83
M73,C22,53.7
M73,C23,10.76
M73,C24,0
M73,C25,19.89
M73,C26,6.18
M73,C27,7.37
M73,C28,4.38
M73,C29,4.63
M73,C30,0.19
M73,C31_32,16.13
M73,C33,12.53
M73,D,147.37
M73,E36,2.09
M73,E37-39,218.24
M73,F,25.95
M73,G45,12.74
M73,G46,168.59
M73,G47,12.54
M73,H49,81.99
M73,H50,0.3
M73,H51,46.26
M73,H52,103.23
M73,H53,64.1
M73,I,157.82
M73,J58,5.99
M73,J59_60,781.69
M73,J61,102.99
M73,J62_63,168.01
M73,K64,498.14
M73,K65,69.58
M73,K66,20.63
M73,L68B,189.74
M73,L68A,0
M73,M69_70,560.36
M73,M71,216.7
M73,M72,0
M73,M73,1344.23
M73,M74_75,104.39
M73,N77,755.19
M73,N78,103
M73,N79,26.2
M73,N80-82,1245.79
M73,O,0
M73,P,190.89
M73,Q86,12.79
M73,Q87_88,0
M73,R90-92,0.92
M73,R93,21.58
M73,S94,148.81
M73,S95,10.41
M73,S96,58.05
M73,T,0
M73,HH,6416
M74_75,A01,0.07
M74_75,A02,0.23
M74_75,A03,0
M74_75,B,0.84
M74_75,C10-12,60.44
M74_75,C13-15,16.02
M74_75,C16,2.77
M74_75,C17,21.4
M74_75,C18,59.9
M74_75,C19,45.56
M74_75,C20,44.63
M74_75,C21,48.18
M74_75,C22,31.37
M74_75,C23,20.88
M74_75,C24,3.14
M74_75,C25,23.09
M74_75,C26,23.87
M74_75,C27,7.17
M74_75,C28,13.34
M74_75,C29,4.35
M74_75,C30,1.88
M74_75,C31_32,21.64
M74_75,C33,21.82
M74_75,D,49.98
M74_75,E36,9.65
M74_75,E37-39,157.21
M74_75,F,76.93
M74_75,G45,16.09
M74_75,G46,335.17
M74_75,G47,21.95
M74_75,H49,53.83
M74_75,H50,0.31
M74_75,H51,16.31
M74_75,H52,145.63
M74_75,H53,51.94
M74_75,I,128.76
M74_75,J58,13.23
M74_75,J59_60,69.77
M74_75,J61,184.01
M74_75,J62_63,77.69
M74_75,K64,224.41
M74_75,K65,44.75
M74_75,K66,25.93
M74_75,L68B,388.94
M74_75,L68A,0
M74_75,M69_70,369.85
M74_75,M71,104.98
M74_75,M72,5.38
M74_75,M73,58.34
M74_75,M74_75,309.51
M74_75,N77,161.66
M74_75,N78,62.25
M74_75,N79,13.74
M74_75,N80-82,322.43
M74_75,O,0
M74_75,P,47.55
M74_75,Q86,7.47
M74_75,Q87_88,0
M74_75,R90-92,14.85
M74_75,R93,18.42
M74_75,S94,14.38
M74_75,S95,8.16
M74_75,S96,7.46
M74_75,T,0
M74_75,HH,3279.57
N77,A01,0.07
N77,A02,0.15
N77,A03,0
N77,B,5.55
N77,C10-12,247.36
N77,C13-15,14.64
N77,C16,11.32
N77,C17,98.6
N77,C18,246.05
N77,C19,307.62
N77,C20,71.65
N77,C21,4.68
N77,C22,101.38
N77,C23,53.64
N77,C24,35.24
N77,C25,162.98
N77,C26,56.4
N77,C27,59.09
N77,C28,53.47
N77,C29,34.04
N77,C30,8.97
N77,C31_32,34.88
N77,C33,72.42
N77,D,90.77
N77,E36,35.5
N77,E37-39,208.6
N77,F,166.24
N77,G45,53.96
N77,G46,503.19
N77,G47,45.62
N77,H49,130
N77,H50,0.77
N77,H51,62.7
N77,H52,481.64
N77,H53,258.32
N77,I,821.55
N77,J58,58.84
N77,J59_60,546.57
N77,J61,970.87
N77,J62_63,498.91
N77,K64,1083.42
N77,K65,261.37
N77,K66,143.42
N77,L68B,1996.77
N77,L68A,0
N77,M69_70,2509.49
N77,M71,664.19
N77,M72,1.94
N77,M73,122.28
N77,M74_75,237.45
N77,N77,2332.21
N77,N78,391.68
N77,N79,84.31
N77,N80-82,2945.22
N77,O,0
N77,P,134.16
N77,Q86,41.03
N77,Q87_88,0
N77,R90-92,8.11
N77,R93,117.21
N77,S94,51.71
N77,S95,30.75
N77,S96,269.67
N77,T,0
N77,HH,5903.4
N78,A01,0.13
N78,A02,0.42
N78,A03,0
N78,B,1.25
N78,C10-12,66.13
N78,C13-15,5.12
N78,C16,3.12
N78,C17,7.55
N78,C18,29.4
N78,C19,22.32
N78,C20,17.78
N78,C21,2.16
N78,C22,8.19
N78,C23,14.04
N78,C24,0.67
N78,C25,13.91
N78,C26,13.09
N78,C27,7.79
N78,C28,6.65
N78,C29,3.91
N78,C30,3.22
N78,C31_32,9.11
N78,C33,13.67
N78,D,33.78
N78,E36,7.87
N78,E37-39,26.56
N78,F,57.68
N78,G45,18.26
N78,G46,123.43
N78,G47,8.73
N78,H49,42.83
N78,H50,0.15
N78,H51,12.05
N78,H52,98.02
N78,H53,40.97
N78,I,76.3
N78,J58,11.95
N78,J59_60,31.68
N78,J61,112.25
N78,J62_63,34.35
N78,K64,92.41
N78,K65,39.81
N78,K66,17.37
N78,L68B,141.92
N78,L68A,0
N78,M69_70,249.05
N78,M71,134.66
N78,M72,4.3
N78,M73,41.79
N78,M74_75,13.65
N78,N77,63.6
N78,N78,229.81
N78,N79,15.67
N78,N80-82,106.59
N78,O,0
N78,P,67.18
N78,Q86,2.34
N78,Q87_88,0
N78,R90-92,6.89
N78,R93,11.03
N78,S94,108.57
N78,S95,5.33
N78,S96,4.92
N78,T,0
N78,HH,26953.68
N79,A01,0
N79,A02,0
N79,A03,0
N79,B,0
N79,C10-12,1.57
N79,C13-15,1.97
N79,C16,0
N79,C17,47.34
N79,C18,23.89
N79,C19,51.87
N79,C20,0.92
N79,C21,0
N79,C22,7.72
N79,C23,0
N79,C24,0
N79,C25,6.75
N79,C26,3.24
N79,C27,5.88
N79,C28,22.09
N79,C29,6.83
N79,C30,0.21
N79,C31_32,0
N79,C33,19.84
N79,D,4.19
N79,E36,22.65
N79,E37-39,30.72
N79,F,23.55
N79,G45,10.55
N79,G46,103.09
N79,G47,6.92
N79,H49,40.47
N79,H50,0.09
N79,H51,55.73
N79,H52,249.91
N79,H53,33.58
N79,I,132.33
N79,J58,3.1
N79,J59_60,30
N79,J61,21.28
N79,J62_63,42.46
N79,K64,114.13
N79,K65,51.87
N79,K66,25.99
N79,L68B,138.43
N79,L68A,0
N79,M69_70,367.54
N79,M71,22.59
N79,M72,0
N79,M73,280.7
N79,M74_75,19.3
N79,N77,122.48
N79,N78,54
N79,N79,1885.55
N79,N80-82,221.08
N79,O,0
N79,P,39.22
N79,Q86,1.8
N79,Q87_88,0
N79,R90-92,0
N79,R93,18.94
N79,S94,36.24
N79,S95,0
N79,S96,5.89
N79,T,0
N79,HH,1710
N80-82,A01,30.13
N80-82,A02,0.28
N80-82,A03,0.81
N80-82,B,30.4
N80-82,C10-12,437.11
N80-82,C13-15,28.06
N80-82,C16,77.93
N80-82,C17,160.39
N80-82,C18,573
N80-82,C19,202.2
N80-82,C20,90.45
N80-82,C21,8.01
N80-82,C22,186.19
N80-82,C23,173.56
N80-82,C24,60.24
N80-82,C25,433.62
N80-82,C26,86.99
N80-82,C27,45.2
N80-82,C28,58.13
N80-82,C29,47.61
N80-82,C30,3.6
N80-82,C31_32,53.66
N80-82,C33,128.16
N80-82,D,190.22
N80-82,E36,66.31
N80-82,E37-39,566.45
N80-82,F,646.31
N80-82,G45,65.56
N80-82,G46,1159.36
N80-82,G47,75.57
N80-82,H49,226.05
N80-82,H50,1.34
N80-82,H51,84.4
N80-82,H52,782.89
N80-82,H53,344.95
N80-82,I,1262.44
N80-82,J58,101.27
N80-82,J59_60,816.47
N80-82,J61,1338.68
N80-82,J62_63,831.62
N80-82,K64,915.29
N80-82,K65,399.31
N80-82,K66,211.91
N80-82,L68B,3784.95
N80-82,L68A,0
N80-82,M69_70,4017.29
N80-82,M71,1377.55
N80-82,M72,36.2
N80-82,M73,119.89
N80-82,M74_75,377.22
N80-82,N77,2470.45
N80-82,N78,565.23
N80-82,N79,131.69
N80-82,N80-82,5589.47
N80-82,O,0
N80-82,P,218.33
N80-82,Q86,68.25
N80-82,Q87_88,0
N80-82,R90-92,12.74
N80-82,R93,178.34
N80-82,S94,122.47
N80-82,S95,40.28
N80-82,S96,82.36
N80-82,T,0
N80-82,HH,29300.53
O,A01,0
O,A02,79.7
O,A03,0
O,B,53.59
O,C10-12,305.27
O,C13-15,44.07
O,C16,3.94
O,C17,319.35
O,C18,343.72
O,C19,425.65
O,C20,121.89
O,C21,17.46
O,C22,0
O,C23,15.75
O,C24,0
O,C25,367.37
O,C26,61.48
O,C27,13.95
O,C28,57.91
O,C29,79.26
O,C30,677.4
O,C31_32,135.18
O,C33,979.92
O,D,1343.03
O,E36,452.2
O,E37-39,2481.93
O,F,3268.57
O,G45,263.13
O,G46,952.56
O,G47,98.34
O,H49,2247.68
O,H50,2.98
O,H51,86.66
O,H52,349.29
O,H53,1452.85
O,I,354.4
O,J58,877.22
O,J59_60,57.6
O,J61,854.25
O,J62_63,889.35
O,K64,2619.59
O,K65,277.73
O,K66,0.75
O,L68B,1663.72
O,L68A,0
O,M69_70,1687.77
O,M71,1408.26
O,M72,0
O,M73,326.68
O,M74_75,890.74
O,N77,1993
O,N78,1096.36
O,N79,8.15
O,N80-82,3078.11
O,O,0
O,P,548.26
O,Q86,208.1
O,Q87_88,0
O,R90-92,130.22
O,R93,137.39
O,S94,0
O,S95,81.46
O,S96,0
O,T,0
O,HH,95682.14
P,A01,13.43
P,A02,7.26
P,A03,0
P,B,10.19
P,C10-12,1809.42
P,C13-15,26.78
P,C16,22.38
P,C17,120.62
P,C18,348.96
P,C19,121.21
P,C20,82.87
P,C21,6.55
P,C22,6.34
P,C23,101.94
P,C24,0.01
P,C25,14.64
P,C26,19.95
P,C27,3.69
P,C28,11.53
P,C29,10.08
P,C30,2.08
P,C31_32,28.32
P,C33,22.82
P,D,899.31
P,E36,539.19
P,E37-39,109.48
P,F,1117.72
P,G45,27.38
P,G46,924.49
P,G47,85.42
P,H49,1481.46
P,H50,2.85
P,H51,39.66
P,H52,147
P,H53,198
P,I,638.63
P,J58,477.38
P,J59_60,102.39
P,J61,387.99
P,J62_63,209.36
P,K64,550.6
P,K65,58.91
P,K66,26.44
P,L68B,545.45
P,L68A,0
P,M69_70,909.26
P,M71,185.6
P,M72,0.23
P,M73,94.97
P,M74_75,382.27
P,N77,997.04
P,N78,507.22
P,N79,18.51
P,N80-82,1734.39
P,O,0
P,P,794.24
P,Q86,9.27
P,Q87_88,0
P,R90-92,64.67
P,R93,83.51
P,S94,0
P,S95,15.11
P,S96,14.23
P,T,0
P,HH,84553.58
Q86,A01,0.88
Q86,A02,0.52
Q86,A03,0
Q86,B,14.48
Q86,C10-12,1363.46
Q86,C13-15,144.55
Q86,C16,0.86
Q86,C17,14.03
Q86,C18,124.47
Q86,C19,82.59
Q86,C20,238.07
Q86,C21,581.15
Q86,C22,108.85
Q86,C23,229.96
Q86,C24,0
Q86,C25,107.03
Q86,C26,179.29
Q86,C27,6.72
Q86,C28,18.06
Q86,C29,37.06
Q86,C30,4.61
Q86,C31_32,562.92
Q86,C33,447.21
Q86,D,599
Q86,E36,508.81
Q86,E37-39,94.4
Q86,F,252.96
Q86,G45,20.08
Q86,G46,3149.88
Q86,G47,297.5
Q86,H49,508.85
Q86,H50,3.06
Q86,H51,51.51
Q86,H52,157.11
Q86,H53,122.9
Q86,I,329.34
Q86,J58,136.08
Q86,J59_60,99.87
Q86,J61,433.89
Q86,J62_63,219.3
Q86,K64,1821.46
Q86,K65,193.71
Q86,K66,18.43
Q86,L68B,1086.51
Q86,L68A,0
Q86,M69_70,1416.83
Q86,M71,47.94
Q86,M72,0
Q86,M73,251.85
Q86,M74_75,298.24
Q86,N77,737.79
Q86,N78,367.18
Q86,N79,7.64
Q86,N80-82,1372.08
Q86,O,0
Q86,P,1388.5
Q86,Q86,1637.26
Q86,Q87_88,0
Q86,R90-92,1.23
Q86,R93,33.78
Q86,S94,0
Q86,S95,53.94
Q86,S96,2.76
Q86,T,0
Q86,HH,57238.53
Q87_88,A01,5.33
Q87_88,A02,0.68
Q87_88,A03,0
Q87_88,B,2.47
Q87_88,C10-12,366.98
Q87_88,C13-15,25.46
Q87_88,C16,19.85
Q87_88,C17,57.72
Q87_88,C18,94.5
Q87_88,C19,46.63
Q87_88,C20,19.97
Q87_88,C21,25.64
Q87_88,C22,12.8
Q87_88,C23,31.22
Q87_88,C24,0
Q87_88,C25,42.12
Q87_88,C26,20.02
Q87_88,C27,1.24
Q87_88,C28,31.71
Q87_88,C29,44.59
Q87_88,C30,0.17
Q87_88,C31_32,66.22
Q87_88,C33,27.51
Q87_88,D,373.95
Q87_88,E36,200.49
Q87_88,E37-39,32.23
Q87_88,F,486.64
Q87_88,G45,74.82
Q87_88,G46,478.57
Q87_88,G47,42.16
Q87_88,H49,348.41
Q87_88,H50,0.9
Q87_88,H51,17.27
Q87_88,H52,32.95
Q87_88,H53,75.46
Q87_88,I,1612.77
Q87_88,J58,117.66
Q87_88,J59_60,30.23
Q87_88,J61,75.07
Q87_88,J62_63,138.01
Q87_88,K64,103.05
Q87_88,K65,107.95
Q87_88,K66,13.11
Q87_88,L68B,816.24
Q87_88,L68A,0
Q87_88,M69_70,858.01
Q87_88,M71,47.2
Q87_88,M72,0
Q87_88,M73,49.88
Q87_88,M74_75,266.21
Q87_88,N77,373.5
Q87_88,N78,180.93
Q87_88,N79,2.71
Q87_88,N80-82,994.21
Q87_88,O,0
Q87_88,P,117.94
Q87_88,Q86,129.43
Q87_88,Q87_88,0
Q87_88,R90-92,30.35
Q87_88,R93,51.6
Q87_88,S94,0
Q87_88,S95,12.12
Q87_88,S96,24.78
Q87_88,T,0
Q87_88,HH,50379.94
R90-92,A01,13.54
R90-92,A02,5.44
R90-92,A03,0
R90-92,B,0
R90-92,C10-12,67.33
R90-92,C13-15,28.98
R90-92,C16,46.12
R90-92,C17,32.68
R90-92,C18,178.17
R90-92,C19,90.36
R90-92,C20,65.73
R90-92,C21,0.59
R90-92,C22,18.64
R90-92,C23,10.27
R90-92,C24,0.67
R90-92,C25,30.41
R90-92,C26,36.16
R90-92,C27,8.84
R90-92,C28,18.49
R90-92,C29,19.38
R90-92,C30,0.16
R90-92,C31_32,76.56
R90-92,C33,32.86
R90-92,D,351.48
R90-92,E36,83.71
R90-92,E37-39,55.81
R90-92,F,474.61
R90-92,G45,45.01
R90-92,G46,434.58
R90-92,G47,31.47
R90-92,H49,172.54
R90-92,H50,0.67
R90-92,H51,25.32
R90-92,H52,206.06
R90-92,H53,90.99
R90-92,I,208.72
R90-92,J58,341.92
R90-92,J59_60,70.89
R90-92,J61,275.17
R90-92,J62_63,102.18
R90-92,K64,195.18
R90-92,K65,45.56
R90-92,K66,23.46
R90-92,L68B,450.01
R90-92,L68A,0
R90-92,M69_70,374
R90-92,M71,180.27
R90-92,M72,0
R90-92,M73,248.78
R90-92,M74_75,89.19
R90-92,N77,272.45
R90-92,N78,163.76
R90-92,N79,11.82
R90-92,N80-82,490.99
R90-92,O,0
R90-92,P,130.03
R90-92,Q86,9.58
R90-92,Q87_88,0
R90-92,R90-92,1464.51
R90-92,R93,969.37
R90-92,S94,8.8
R90-92,S95,11.25
R90-92,S96,9.19
R90-92,T,0
R90-92,HH,9665.32
R93,A01,6.36
R93,A02,4.26
R93,A03,3.74
R93,B,6.23
R93,C10-12,829.85
R93,C13-15,23.49
R93,C16,26.8
R93,C17,36.02
R93,C18,182.09
R93,C19,99.89
R93,C20,54.43
R93,C21,0.36
R93,C22,17.42
R93,C23,30
R93,C24,0.4
R93,C25,17.88
R93,C26,23.59
R93,C27,10.45
R93,C28,14.42
R93,C29,32.06
R93,C30,0.14
R93,C31_32,111.06
R93,C33,18.71
R93,D,521.01
R93,E36,123.68
R93,E37-39,36.56
R93,F,467.63
R93,G45,61.84
R93,G46,626.19
R93,G47,53.32
R93,H49,172.72
R93,H50,1.1
R93,H51,27.52
R93,H52,192.57
R93,H53,91.72
R93,I,350.8
R93,J58,232.34
R93,J59_60,54.31
R93,J61,210.06
R93,J62_63,80.4
R93,K64,199.31
R93,K65,47.06
R93,K66,22.58
R93,L68B,266.04
R93,L68A,0
R93,M69_70,403.84
R93,M71,124.19
R93,M72,0
R93,M73,186.34
R93,M74_75,49.77
R93,N77,330.65
R93,N78,59.78
R93,N79,29.49
R93,N80-82,541.02
R93,O,0
R93,P,43.47
R93,Q86,8.83
R93,Q87_88,0
R93,R90-92,32.23
R93,R93,36.85
R93,S94,11.41
R93,S95,11.3
R93,S96,13.84
R93,T,0
R93,HH,7596.53
S94,A01,0
S94,A02,0
S94,A03,7.27
S94,B,9.47
S94,C10-12,112.76
S94,C13-15,1.94
S94,C16,21.05
S94,C17,3.12
S94,C18,152.43
S94,C19,58.45
S94,C20,35.81
S94,C21,1.44
S94,C22,3.05
S94,C23,4.13
S94,C24,0
S94,C25,2.67
S94,C26,0
S94,C27,0.47
S94,C28,14.88
S94,C29,44.99
S94,C30,0
S94,C31_32,3.48
S94,C33,0
S94,D,157.69
S94,E36,57.98
S94,E37-39,0
S94,F,57.28
S94,G45,66.43
S94,G46,133.11
S94,G47,13.55
S94,H49,262.19
S94,H50,0.39
S94,H51,28.72
S94,H52,7.67
S94,H53,80.95
S94,I,78.73
S94,J58,189.55
S94,J59_60,44.45
S94,J61,65.39
S94,J62_63,138.99
S94,K64,775.56
S94,K65,44.48
S94,K66,0
S94,L68B,384.83
S94,L68A,0
S94,M69_70,281.97
S94,M71,0.93
S94,M72,0
S94,M73,28.69
S94,M74_75,118.41
S94,N77,57.41
S94,N78,21.3
S94,N79,0
S94,N80-82,533.22
S94,O,0
S94,P,9.32
S94,Q86,0
S94,Q87_88,0
S94,R90-92,77.09
S94,R93,83.04
S94,S94,0
S94,S95,17.19
S94,S96,102.49
S94,T,0
S94,HH,8112.89
S95,A01,0
S95,A02,0
S95,A03,0
S95,B,3.61
S95,C10-12,15.43
S95,C13-15,44.24
S95,C16,35.58
S95,C17,11.43
S95,C18,6.77
S95,C19,10.44
S95,C20,17.46
S95,C21,0.08
S95,C22,69.92
S95,C23,43.93
S95,C24,53.1
S95,C25,108.28
S95,C26,137.78
S95,C27,42.69
S95,C28,25.03
S95,C29,2.68
S95,C30,0.25
S95,C31_32,35.26
S95,C33,36.74
S95,D,21.87
S95,E36,5.29
S95,E37-39,12.49
S95,F,15.29
S95,G45,4.95
S95,G46,344.15
S95,G47,30.59
S95,H49,29.59
S95,H50,0.3
S95,H51,1.95
S95,H52,65.44
S95,H53,3.82
S95,I,26.6
S95,J58,2.53
S95,J59_60,22.26
S95,J61,10.89
S95,J62_63,63.85
S95,K64,49.58
S95,K65,19.37
S95,K66,12.77
S95,L68B,47.15
S95,L68A,0
S95,M69_70,190.63
S95,M71,40.36
S95,M72,0
S95,M73,28.92
S95,M74_75,3.72
S95,N77,83.05
S95,N78,50
S95,N79,5.97
S95,N80-82,212.88
S95,O,0
S95,P,22.3
S95,Q86,1.47
S95,Q87_88,0
S95,R90-92,0
S95,R93,3.65
S95,S94,0.9
S95,S95,301.29
S95,S96,2.41
S95,T,0
S95,HH,3715
S96,A01,0.02
S96,A02,0.04
S96,A03,0
S96,B,0.76
S96,C10-12,30.23
