purchasing,purchased,total
H49,J59_J60,221.08
H50,J59_J60,76.8
H51,J59_J60,99.79
H52,J59_J60,254.49
H53,J59_J60,75.89
I,J59_J60,2598.39
J58,J59_J60,1936.68
J59_J60,J59_J60,22945.72
J61,J59_J60,2755.49
J62_J63,J59_J60,2619.40
K64,J59_J60,367.9
K65,J59_J60,108.2
K66,J59_J60,128.2
L68B,J59_J60,749.69
L68A,J59_J60,265.64
M69_M70,J59_J60,3036.03
M71,J59_J60,1199.70
M72,J59_J60,667.39
M73,J59_J60,18198.12
M74_M75,J59_J60,517.3
N77,J59_J60,1196.49
N78,J59_J60,210.47
N79,J59_J60,133.2
N80-N82,J59_J60,1804.87
O84,J59_J60,786.37
P85,J59_J60,1020.28
Q86,J59_J60,643.12
Q87_Q88,J59_J60,315.21
R90-R92,J59_J60,1961.82
R93,J59_J60,1337.76
S94,J59_J60,737.73
S95,J59_J60,82.15
S96,J59_J60,163.78
T,J59_J60,4.14
U,J59_J60,0
P3,J59_J60,53872.38
P51,J59_J60,13416.06
A01,J61,497.17
A02,J61,66.76
A03,J61,64.86
B,J61,468.7
C10-C12,J61,2331
C13-C15,J61,774.04
C16,J61,322.53
C17,J61,338.54
C18,J61,459.57
C19,J61,406.2
C20,J61,1572.69
C21,J61,547.4
C22,J61,655.77
C23,J61,694.49
C24,J61,656.45
C25,J61,1391.90
C26,J61,1220.73
C27,J61,878.32
C28,J61,1573.88
C29,J61,1098.03
C30,J61,573.98
C31_C32,J61,636.28
C33,J61,792.64
D35,J61,4725.42
E36,J61,229.67
E37-E39,J61,1151.04
F,J61,5757.28
G45,J61,2863.45
G46,J61,12130.91
G47,J61,6638.37
H49,J61,4052.87
H50,J61,429.16
H51,J61,786.96
H52,J61,2972.68
H53,J61,1772.63
I,J61,4894.58
J58,J61,2859.69
J59_J60,J61,3306.33
J61,J61,53117.91
J62_J63,J61,6372.25
K64,J61,10728.01
K65,J61,3393.75
K66,J61,4392.41
L68B,J61,4334.07
L68A,J61,1952.30
M69_M70,J61,7298.45
M71,J61,4267.64
M72,J61,1510.43
M73,J61,2519.41
M74_M75,J61,1349.50
N77,J61,3039.94
N78,J61,1886.42
N79,J61,1852.63
N80-N82,J61,5029.57
O84,J61,9633.62
P85,J61,2324.43
Q86,J61,4283.89
Q87_Q88,J61,1391.65
R90-R92,J61,1640.84
R93,J61,1073.87
S94,J61,1288.43
S95,J61,335.36
S96,J61,627.94
T,J61,284.23
U,J61,0
P3,J61,147609.48
P51,J61,783.47
A01,J62_J63,302.68
A02,J62_J63,59.38
A03,J62_J63,8.07
B,J62_J63,565.75
C10-C12,J62_J63,3895.26
C13-C15,J62_J63,1123.07
C16,J62_J63,381.71
C17,J62_J63,842.37
C18,J62_J63,860.72
C19,J62_J63,956.99
C20,J62_J63,3088.72
C21,J62_J63,1213.90
C22,J62_J63,1106.22
C23,J62_J63,1010.47
C24,J62_J63,1360.79
C25,J62_J63,2267.08
C26,J62_J63,3487.04
C27,J62_J63,1725.78
C28,J62_J63,3236.64
C29,J62_J63,2958.50
C30,J62_J63,1524.06
C31_C32,J62_J63,987.79
C33,J62_J63,1714.23
D35,J62_J63,3471.17
E36,J62_J63,442.97
E37-E39,J62_J63,1900.97
F,J62_J63,6507.46
G45,J62_J63,2849.11
G46,J62_J63,12337.54
G47,J62_J63,8034.14
H49,J62_J63,5846.89
H50,J62_J63,1368.85
H51,J62_J63,2763.85
H52,J62_J63,5148.32
H53,J62_J63,1680.44
I,J62_J63,4440.60
J58,J62_J63,5793.99
J59_J60,J62_J63,2205.99
J61,J62_J63,8753.37
J62_J63,J62_J63,36754.63
K64,J62_J63,21005.43
K65,J62_J63,5971.55
K66,J62_J63,5333.23
L68B,J62_J63,4218.09
L68A,J62_J63,1602.79
M69_M70,J62_J63,10743.03
M71,J62_J63,4608.25
M72,J62_J63,2875.64
M73,J62_J63,2783.91
M74_M75,J62_J63,1803.52
N77,J62_J63,3464.76
N78,J62_J63,2141.90
N79,J62_J63,1332.78
N80-N82,J62_J63,5682.46
O84,J62_J63,11271.24
P85,J62_J63,3118.41
Q86,J62_J63,5688.92
Q87_Q88,J62_J63,1822.68
R90-R92,J62_J63,2181
R93,J62_J63,923.91
S94,J62_J63,852.61
S95,J62_J63,1057.13
S96,J62_J63,928.77
T,J62_J63,24.24
U,J62_J63,0
P3,J62_J63,4352
P51,J62_J63,135749.86
A01,K64,5428
A02,K64,308.62
A03,K64,252.97
B,K64,2067.44
C10-C12,K64,11611.66
C13-C15,K64,3311.63
C16,K64,1416.84
C17,K64,1902.57
C18,K64,1209.43
C19,K64,3293.08
C20,K64,5104.19
C21,K64,1952.18
C22,K64,2635.61
C23,K64,2938.23
C24,K64,3269.42
C25,K64,5257.50
C26,K64,2351.58
C27,K64,2495.49
C28,K64,5096.09
C29,K64,5091.31
C30,K64,1580.11
C31_C32,K64,2252.55
C33,K64,2286.19
D35,K64,7234.02
E36,K64,1109.74
E37-E39,K64,2421.91
F,K64,25070.13
G45,K64,5603.80
G46,K64,22485.20
G47,K64,15832.19
H49,K64,8067.71
H50,K64,2153.55
H51,K64,1276.48
H52,K64,6717.12
H53,K64,851.86
I,K64,10722.18
J58,K64,2026.46
J59_J60,K64,1985.45
J61,K64,4418.89
J62_J63,K64,5667.79
K64,K64,92003.48
K65,K64,11575.75
K66,K64,23428.93
L68B,K64,99820.75
L68A,K64,66427.91
M69_M70,K64,13985.69
M71,K64,4361.41
M72,K64,1582.35
M73,K64,3066.32
M74_M75,K64,2609.40
N77,K64,5672.26
N78,K64,1557.09
N79,K64,1657.58
N80-N82,K64,5895.41
O84,K64,19978.03
P85,K64,3208.19
Q86,K64,7520.46
Q87_Q88,K64,1737.26
R90-R92,K64,2323.64
R93,K64,1394.73
S94,K64,3275.40
S95,K64,453.97
S96,K64,1760.12
T,K64,65.17
U,K64,0
P3,K64,153383.87
P51,K64,725.31
A01,K65,2102.11
A02,K65,79.22
A03,K65,122.47
B,K65,249.09
C10-C12,K65,2199.62
C13-C15,K65,426.16
C16,K65,282.66
C17,K65,355.4
C18,K65,212.57
C19,K65,363.85
C20,K65,1173.70
C21,K65,327.11
C22,K65,489.08
C23,K65,526.24
C24,K65,441.92
C25,K65,665.93
C26,K65,315.15
C27,K65,364.52
C28,K65,689.11
C29,K65,608.14
C30,K65,289.19
C31_C32,K65,336.96
C33,K65,354.77
D35,K65,1478.97
E36,K65,188.79
E37-E39,K65,913.11
F,K65,3877.83
G45,K65,1020.79
G46,K65,3603.37
G47,K65,2737.97
H49,K65,5011.73
H50,K65,914.78
H51,K65,564.25
H52,K65,2042.88
H53,K65,149.86
I,K65,1324.17
J58,K65,282.54
J59_J60,K65,201.99
J61,K65,1291.03
J62_J63,K65,1099.01
K64,K65,2549.60
K65,K65,36685.83
K66,K65,3948.34
L68B,K65,5150.66
L68A,K65,1952.38
M69_M70,K65,2054.98
M71,K65,760.15
M72,K65,356.03
M73,K65,381.83
M74_M75,K65,351.45
N77,K65,1945.48
N78,K65,259.51
N79,K65,300.56
N80-N82,K65,1441.50
O84,K65,4826.55
P85,K65,1429.46
Q86,K65,1788.30
Q87_Q88,K65,603.23
R90-R92,K65,284.58
R93,K65,237.33
S94,K65,390.76
S95,K65,85.78
S96,K65,199.43
T,K65,7.1
U,K65,0
P3,K65,158811.25
P51,K65,177.23
A01,K66,355.28
A02,K66,38.83
A03,K66,9.82
B,K66,81.22
C10-C12,K66,651.6
C13-C15,K66,191.96
C16,K66,112.96
C17,K66,156.48
C18,K66,74.2
C19,K66,326.24
C20,K66,595.49
C21,K66,123.09
C22,K66,115.42
C23,K66,195.23
C24,K66,204.2
C25,K66,291.39
C26,K66,247.84
C27,K66,239.68
C28,K66,411.84
C29,K66,268.99
C30,K66,187.23
C31_C32,K66,146.02
C33,K66,181.12
D35,K66,523.46
E36,K66,91.61
E37-E39,K66,177.14
F,K66,2042.69
G45,K66,402.26
G46,K66,1215.66
G47,K66,923.64
H49,K66,866.55
H50,K66,291
H51,K66,231.9
H52,K66,356.34
H53,K66,129.9
I,K66,794.3
J58,K66,199.34
J59_J60,K66,102.88
J61,K66,1370.56
J62_J63,K66,1561.72
K64,K66,45129.32
K65,K66,62066.31
K66,K66,17355.88
L68B,K66,4468.17
L68A,K66,282.66
M69_M70,K66,2137.40
M71,K66,537.75
M72,K66,260.76
M73,K66,183.54
M74_M75,K66,338.53
N77,K66,1197.19
N78,K66,193.12
N79,K66,141.37
N80-N82,K66,1368.16
O84,K66,1374.61
P85,K66,152.35
Q86,K66,416.21
Q87_Q88,K66,125.21
R90-R92,K66,126.75
R93,K66,78.93
S94,K66,120.12
S95,K66,65.95
S96,K66,78.58
T,K66,2.18
U,K66,0
P3,K66,15950.84
P51,K66,653.79
A01,L68B,1001.24
A02,L68B,110.14
A03,L68B,31.09
B,L68B,576.96
C10-C12,L68B,9600.50
C13-C15,L68B,3046.42
C16,L68B,1125.22
C17,L68B,1291.79
C18,L68B,1780.70
C19,L68B,885.38
C20,L68B,3187.88
C21,L68B,1202.20
C22,L68B,2169.98
C23,L68B,2212.31
C24,L68B,1988.11
C25,L68B,4764.90
C26,L68B,2177.81
C27,L68B,2667.37
C28,L68B,4733.06
C29,L68B,4316.36
C30,L68B,1264.19
C31_C32,L68B,2451.72
C33,L68B,2367.03
D35,L68B,4578.57
E36,L68B,454.39
E37-E39,L68B,2442.34
F,L68B,33783.58
G45,L68B,12177.30
G46,L68B,52926.85
G47,L68B,60344.61
H49,L68B,7532.93
H50,L68B,1325.71
H51,L68B,1546.52
H52,L68B,10274.38
H53,L68B,1433.13
I,L68B,29332.04
J58,L68B,3153.98
J59_J60,L68B,3482.90
J61,L68B,10344.66
J62_J63,L68B,9292.90
K64,L68B,26710.77
K65,L68B,8463.87
K66,L68B,5343.16
L68B,L68B,31114.41
L68A,L68B,17637.53
M69_M70,L68B,18496.60
M71,L68B,8947.14
M72,L68B,3723.65
M73,L68B,5166.75
M74_M75,L68B,2914.98
N77,L68B,7317.17
N78,L68B,3322.95
N79,L68B,1701.62
N80-N82,L68B,11490.22
O84,L68B,26708.74
P85,L68B,9376.81
Q86,L68B,12536.58
Q87_Q88,L68B,6323.21
R90-R92,L68B,4200.55
R93,L68B,3443.12
S94,L68B,2659.30
S95,L68B,897.9
S96,L68B,2750.43
T,L68B,70.7
U,L68B,0
P3,L68B,552366.20
P51,L68B,33815.96
A01,L68A,0
A02,L68A,0
A03,L68A,0
B,L68A,0
C10-C12,L68A,0
C13-C15,L68A,0
C16,L68A,0
C17,L68A,0
C18,L68A,0
C19,L68A,0
C20,L68A,0
C21,L68A,0
C22,L68A,0
C23,L68A,0
C24,L68A,0
C25,L68A,0
C26,L68A,0
C27,L68A,0
C28,L68A,0
C29,L68A,0
C30,L68A,0
C31_C32,L68A,0
C33,L68A,0
D35,L68A,0
E36,L68A,0
E37-E39,L68A,0
F,L68A,0
G45,L68A,0
G46,L68A,0
G47,L68A,0
H49,L68A,0
H50,L68A,0
H51,L68A,0
H52,L68A,0
H53,L68A,0
I,L68A,0
J58,L68A,0
J59_J60,L68A,0
J61,L68A,0
J62_J63,L68A,0
K64,L68A,0
K65,L68A,0
K66,L68A,0
L68B,L68A,0
L68A,L68A,0
M69_M70,L68A,0
M71,L68A,0
M72,L68A,0
M73,L68A,0
M74_M75,L68A,0
N77,L68A,0
N78,L68A,0
N79,L68A,0
N80-N82,L68A,0
O84,L68A,0
P85,L68A,0
Q86,L68A,0
Q87_Q88,L68A,0
R90-R92,L68A,0
R93,L68A,0
S94,L68A,0
S95,L68A,0
S96,L68A,0
T,L68A,0
U,L68A,0
P3,L68A,660357.80
P51,L68A,0
A01,M69_M70,2654.63
A02,M69_M70,208.7
A03,M69_M70,120.59
B,M69_M70,2121.91
C10-C12,M69_M70,16026.03
C13-C15,M69_M70,3537.45
C16,M69_M70,1275.56
C17,M69_M70,2172.80
C18,M69_M70,1874.30
C19,M69_M70,3730.85
C20,M69_M70,7693.67
C21,M69_M70,3240.93
C22,M69_M70,4041.79
C23,M69_M70,3673.67
C24,M69_M70,4466.41
C25,M69_M70,6538.03
C26,M69_M70,4394.58
C27,M69_M70,4554.44
C28,M69_M70,9845.02
C29,M69_M70,9267.72
C30,M69_M70,2516.93
C31_C32,M69_M70,2693.30
C33,M69_M70,3689.03
D35,M69_M70,7346.67
E36,M69_M70,752.1
E37-E39,M69_M70,3394.71
F,M69_M70,22816.37
G45,M69_M70,8397.89
G46,M69_M70,37083.92
G47,M69_M70,23585.51
H49,M69_M70,6964.94
H50,M69_M70,1948.72
H51,M69_M70,1547.50
H52,M69_M70,6786.41
H53,M69_M70,901.49
I,M69_M70,9526.88
J58,M69_M70,4427.24
J59_J60,M69_M70,3282.24
J61,M69_M70,6038.94
J62_J63,M69_M70,14162.94
K64,M69_M70,32209.35
K65,M69_M70,10690.49
K66,M69_M70,6768.85
L68B,M69_M70,21246.49
L68A,M69_M70,11648.37
M69_M70,M69_M70,88609.49
M71,M69_M70,19469.62
M72,M69_M70,4334.20
M73,M69_M70,10508.68
M74_M75,M69_M70,5700.22
N77,M69_M70,7665.92
N78,M69_M70,5932.59
N79,M69_M70,1951.11
N80-N82,M69_M70,21623.43
O84,M69_M70,16778.92
P85,M69_M70,4122.36
Q86,M69_M70,9225
Q87_Q88,M69_M70,3433.91
R90-R92,M69_M70,2918.59
R93,M69_M70,2184.79
S94,M69_M70,2609.88
S95,M69_M70,861.32
S96,M69_M70,2004.44
T,M69_M70,48.78
U,M69_M70,0
P3,M69_M70,22306.51
P51,M69_M70,28199.97
A01,M71,761.35
A02,M71,97.81
A03,M71,7.87
B,M71,1483.96
C10-C12,M71,3369.19
C13-C15,M71,1335.87
C16,M71,574.97
C17,M71,954.97
C18,M71,526.12
C19,M71,1085.44
C20,M71,4087.48
C21,M71,1573.15
C22,M71,2013.93
C23,M71,2020.37
C24,M71,1620.50
C25,M71,3225.44
C26,M71,2457.26
C27,M71,2898.32
C28,M71,4772.86
C29,M71,4474.72
C30,M71,2509
C31_C32,M71,874.14
C33,M71,2127.05
D35,M71,4785.49
E36,M71,714.75
E37-E39,M71,4747.35
F,M71,38078.75
G45,M71,2106.97
G46,M71,6598.91
G47,M71,3576.56
H49,M71,4162.64
H50,M71,938.79
H51,M71,480.39
H52,M71,3735.42
H53,M71,324.23
I,M71,2560.53
J58,M71,1248.07
J59_J60,M71,1212.44
J61,M71,2766.73
J62_J63,M71,5485.42
K64,M71,2737.54
K65,M71,1696.60
K66,M71,924.56
L68B,M71,6925.61
L68A,M71,3877.65
M69_M70,M71,7365.73
M71,M71,37506.24
M72,M71,2714.37
M73,M71,2468.77
M74_M75,M71,2513.79
N77,M71,2995.11
N78,M71,1985.81
N79,M71,423.47
N80-N82,M71,5932.37
O84,M71,7591.05
P85,M71,1709.42
Q86,M71,4146.74
Q87_Q88,M71,1173.47
R90-R92,M71,1019.38
R93,M71,925.12
S94,M71,684.7
S95,M71,307.58
S96,M71,543.48
T,M71,17.12
U,M71,0
P3,M71,7361.85
P51,M71,63000.11
A01,M72,432.43
A02,M72,17.86
A03,M72,11.01
B,M72,438.51
C10-C12,M72,1549.23
C13-C15,M72,893.58
C16,M72,101.23
C17,M72,355.85
C18,M72,249.97
C19,M72,515.09
C20,M72,5400.39
C21,M72,7858.37
C22,M72,1595.38
C23,M72,798.84
C24,M72,945.73
C25,M72,1285.49
C26,M72,8986.60
C27,M72,2780.80
C28,M72,4174.46
C29,M72,7870.52
C30,M72,4678.80
C31_C32,M72,957.36
C33,M72,1325
D35,M72,911.74
E36,M72,90.14
E37-E39,M72,528.58
F,M72,1125.45
G45,M72,633.25
G46,M72,2655.30
G47,M72,576.49
H49,M72,406.89
H50,M72,77.32
H51,M72,113.92
H52,M72,349.1
H53,M72,54.3
I,M72,234.15
J58,M72,786.01
J59_J60,M72,1997.32
J61,M72,2238.96
J62_J63,M72,3258.13
K64,M72,354.73
K65,M72,166.39
K66,M72,36.19
L68B,M72,576.35
L68A,M72,94.93
M69_M70,M72,1155.40
M71,M72,1876.81
M72,M72,5571.37
M73,M72,787.03
M74_M75,M72,466.21
N77,M72,581.19
N78,M72,319.01
N79,M72,123.04
N80-N82,M72,931.05
O84,M72,10290.25
P85,M72,2280.82
Q86,M72,4019.29
Q87_Q88,M72,221.9
R90-R92,M72,211.14
R93,M72,92.8
S94,M72,431.94
S95,M72,73.98
S96,M72,98.52
T,M72,9.19
U,M72,0
P3,M72,35386.85
P51,M72,508.94
A01,M73,330.43
A02,M73,33.83
A03,M73,18.53
B,M73,366.85
C10-C12,M73,18653
C13-C15,M73,2214.02
C16,M73,351.6
C17,M73,934.01
C18,M73,1091.29
C19,M73,1019.93
C20,M73,6499.35
C21,M73,4188.87
C22,M73,1215.55
C23,M73,967.09
C24,M73,518.64
C25,M73,1519.25
C26,M73,2218.16
C27,M73,1270.52
C28,M73,1894.23
C29,M73,4005.22
C30,M73,494.1
C31_C32,M73,1851.83
C33,M73,854.18
D35,M73,1416.78
E36,M73,129.3
E37-E39,M73,749.72
F,M73,3266.31
G45,M73,5682.32
G46,M73,16572.91
G47,M73,13267.57
H49,M73,2247.22
H50,M73,449.43
H51,M73,868.23
H52,M73,1512.71
H53,M73,545.3
I,M73,3678.48
J58,M73,3457.14
J59_J60,M73,2362.19
J61,M73,5707.59
J62_J63,M73,3776.91
K64,M73,7433.13
K65,M73,3463.83
K66,M73,1477.03
L68B,M73,3242.46
L68A,M73,1086.56
M69_M70,M73,6705.28
M71,M73,1748.91
M72,M73,670.23
M73,M73,14503.27
M74_M75,M73,1113.30
N77,M73,2128.45
N78,M73,1062.23
N79,M73,1347.24
N80-N82,M73,3028.19
O84,M73,4005.31
P85,M73,911.53
Q86,M73,1129.16
Q87_Q88,M73,433.3
R90-R92,M73,2184.48
R93,M73,1377.80
S94,M73,825.71
S95,M73,301.45
S96,M73,578.85
T,M73,328.32
U,M73,0
P3,M73,1204.11
P51,M73,118.35
A01,M74_M75,3484.46
A02,M74_M75,48.47
A03,M74_M75,15.69
B,M74_M75,298.39
C10-C12,M74_M75,2079.47
C13-C15,M74_M75,1210.91
C16,M74_M75,202.12
C17,M74_M75,334.48
C18,M74_M75,385.48
C19,M74_M75,300.51
C20,M74_M75,1171.11
C21,M74_M75,413.54
C22,M74_M75,671.47
C23,M74_M75,550.58
C24,M74_M75,556.18
C25,M74_M75,1009.43
C26,M74_M75,828.07
C27,M74_M75,720.56
C28,M74_M75,1333.07
C29,M74_M75,1189.25
C30,M74_M75,340.51
C31_C32,M74_M75,766.88
C33,M74_M75,575.12
D35,M74_M75,1507.60
E36,M74_M75,171.02
E37-E39,M74_M75,802.75
F,M74_M75,4284.43
G45,M74_M75,1372.61
G46,M74_M75,6564.29
G47,M74_M75,3378.18
H49,M74_M75,1619.20
H50,M74_M75,302.11
H51,M74_M75,393.87
H52,M74_M75,1480.55
H53,M74_M75,215.37
I,M74_M75,1893.16
J58,M74_M75,1579.53
J59_J60,M74_M75,1802.90
J61,M74_M75,2387.91
J62_J63,M74_M75,3788.67
K64,M74_M75,3041.72
K65,M74_M75,1997.68
K66,M74_M75,1421.80
L68B,M74_M75,1994.58
L68A,M74_M75,885.98
M69_M70,M74_M75,5353.49
M71,M74_M75,2444.06
M72,M74_M75,1209.18
M73,M74_M75,1845.93
M74_M75,M74_M75,4078.11
N77,M74_M75,1204.65
N78,M74_M75,458.64
N79,M74_M75,281.68
N80-N82,M74_M75,3662.93
O84,M74_M75,4309.46
P85,M74_M75,2235
Q86,M74_M75,2021.85
Q87_Q88,M74_M75,1243.32
R90-R92,M74_M75,1341.11
R93,M74_M75,1120.99
S94,M74_M75,629.39
S95,M74_M75,198.33
S96,M74_M75,388.14
T,M74_M75,10.87
U,M74_M75,0
P3,M74_M75,21150.41
P51,M74_M75,656.02
A01,N77,3364.86
A02,N77,203.69
A03,N77,53.48
B,N77,1478.52
C10-C12,N77,6635.46
C13-C15,N77,1745.60
C16,N77,822.72
C17,N77,1243.97
C18,N77,1751.19
C19,N77,2006.65
C20,N77,4601.04
C21,N77,11744.40
C22,N77,1866.74
C23,N77,2229.71
C24,N77,1623.96
C25,N77,3298.80
C26,N77,3123.87
C27,N77,1569.07
C28,N77,3234.99
C29,N77,3055.30
C30,N77,1000.04
C31_C32,N77,1331.01
C33,N77,1679.81
D35,N77,5070.39
E36,N77,634.32
E37-E39,N77,3721.56
F,N77,25331.69
G45,N77,3448.74
G46,N77,17960.46
G47,N77,8441.89
H49,N77,11633.08
H50,N77,3966.50
H51,N77,4766.43
H52,N77,6667.33
H53,N77,620.57
I,N77,4095.31
J58,N77,2493.56
J59_J60,N77,3828.76
J61,N77,4640.69
J62_J63,N77,13479.50
K64,N77,6550.06
K65,N77,2637.90
K66,N77,2385.20
L68B,N77,3819.08
L68A,N77,1287.44
M69_M70,N77,6617.30
M71,N77,2699.88
M72,N77,2843.54
M73,N77,2846.46
M74_M75,N77,1236.62
N77,N77,19269.04
N78,N77,847.42
N79,N77,1083.08
N80-N82,N77,6565.86
O84,N77,5823.56
P85,N77,4119.49
Q86,N77,5271.53
Q87_Q88,N77,1725.98
R90-R92,N77,1860.68
R93,N77,1258.12
S94,N77,834.38
S95,N77,526.28
S96,N77,1632.46
T,N77,34.79
U,N77,0
P3,N77,32267.80
P51,N77,1046.21
A01,N78,2197.74
A02,N78,67.1
A03,N78,16.25
B,N78,704.96
C10-C12,N78,7213.05
C13-C15,N78,745.01
C16,N78,534.03
C17,N78,864.76
C18,N78,670.18
C19,N78,453.51
C20,N78,2354.67
C21,N78,1094.12
C22,N78,2197.40
C23,N78,1627.59
C24,N78,1691.27
C25,N78,3822.30
C26,N78,2149.18
C27,N78,2082.98
C28,N78,3870.46
C29,N78,3287.09
C30,N78,2201.44
C31_C32,N78,1142.41
C33,N78,3443.48
D35,N78,1891.62
E36,N78,382.93
E37-E39,N78,1776.88
F,N78,10207.84
G45,N78,1047.36
G46,N78,6146.32
G47,N78,3832.28
H49,N78,2922.57
H50,N78,580.97
H51,N78,876.37
H52,N78,3414.20
H53,N78,1121.55
I,N78,3086.81
J58,N78,1593.28
J59_J60,N78,660.61
J61,N78,5041.50
J62_J63,N78,4595.49
K64,N78,4202.12
K65,N78,1490.32
K66,N78,892.2
L68B,N78,1528.81
L68A,N78,403.6
M69_M70,N78,4937.45
M71,N78,2266.81
M72,N78,1391.10
M73,N78,1185.91
M74_M75,N78,805.51
N77,N78,1620.55
N78,N78,6023.94
N79,N78,402.91
N80-N82,N78,5706.57
O84,N78,3185.09
P85,N78,2460.10
Q86,N78,4885.02
Q87_Q88,N78,2331.36
R90-R92,N78,733.97
R93,N78,2810.81
S94,N78,279.71
S95,N78,311.97
S96,N78,516.48
T,N78,13.84
U,N78,0
P3,N78,3814.19
P51,N78,606.84
A01,N79,21.58
A02,N79,9.59
A03,N79,4.01
B,N79,51.62
C10-C12,N79,444.7
C13-C15,N79,280.3
C16,N79,49.34
C17,N79,59.29
C18,N79,56.6
C19,N79,91.53
C20,N79,317.42
C21,N79,145.96
C22,N79,111.98
C23,N79,272.33
C24,N79,201.39
C25,N79,214.9
C26,N79,170
C27,N79,125.58
C28,N79,316.97
C29,N79,168.66
C30,N79,159.93
C31_C32,N79,112.42
C33,N79,187.32
D35,N79,247.72
E36,N79,30.12
E37-E39,N79,73.2
F,N79,962
G45,N79,664.82
G46,N79,2233.12
G47,N79,1467.58
H49,N79,3219.93
H50,N79,2004.46
H51,N79,4477.37
H52,N79,1058.06
H53,N79,133.24
I,N79,3109.44
J58,N79,152.22
J59_J60,N79,392.89
J61,N79,639.26
J62_J63,N79,574.13
K64,N79,539.73
K65,N79,464.54
K66,N79,304.66
L68B,N79,465.59
L68A,N79,106.55
M69_M70,N79,1049.53
M71,N79,487.44
M72,N79,191.94
M73,N79,377.96
M74_M75,N79,283.42
N77,N79,666.29
N78,N79,167.69
N79,N79,25574.86
N80-N82,N79,801.61
O84,N79,797.03
P85,N79,288.33
Q86,N79,216.42
Q87_Q88,N79,68.34
R90-R92,N79,930.76
R93,N79,672.44
S94,N79,96.33
S95,N79,48.54
S96,N79,89.97
T,N79,2.06
U,N79,0
P3,N79,37894.30
P51,N79,99.97
A01,N80-N82,1058.12
A02,N80-N82,154.04
A03,N80-N82,46.65
B,N80-N82,843.81
C10-C12,N80-N82,10054
C13-C15,N80-N82,1649.24
C16,N80-N82,720.93
C17,N80-N82,1425.12
C18,N80-N82,1391.60
C19,N80-N82,1377.91
C20,N80-N82,5149.04
C21,N80-N82,1702.65
C22,N80-N82,1819.03
C23,N80-N82,1864.55
C24,N80-N82,2442.11
C25,N80-N82,3427.30
C26,N80-N82,2461.92
C27,N80-N82,2118.29
C28,N80-N82,3964.43
C29,N80-N82,4422.93
C30,N80-N82,1597.88
C31_C32,N80-N82,1549.95
C33,N80-N82,1743.24
D35,N80-N82,4724.75
E36,N80-N82,869.54
E37-E39,N80-N82,6391.51
F,N80-N82,14662.66
G45,N80-N82,4948.57
G46,N80-N82,23631.19
G47,N80-N82,14010.88
H49,N80-N82,6193.31
H50,N80-N82,1376.50
H51,N80-N82,1178.66
H52,N80-N82,6005.64
H53,N80-N82,953.64
I,N80-N82,7844.57
J58,N80-N82,3115.94
J59_J60,N80-N82,2843.76
J61,N80-N82,7236.88
J62_J63,N80-N82,8303.97
K64,N80-N82,13047.63
K65,N80-N82,5648.75
K66,N80-N82,3494.51
L68B,N80-N82,13565.10
L68A,N80-N82,7586.58
M69_M70,N80-N82,16264.93
M71,N80-N82,5672.19
M72,N80-N82,5006.31
M73,N80-N82,3786.75
M74_M75,N80-N82,4278.10
N77,N80-N82,7447.12
N78,N80-N82,1665.73
N79,N80-N82,1412.74
N80-N82,N80-N82,23071.92
O84,N80-N82,18843.87
P85,N80-N82,9280.80
Q86,N80-N82,12441.93
Q87_Q88,N80-N82,4735.49
R90-R92,N80-N82,3631.71
R93,N80-N82,2700.90
S94,N80-N82,2119.86
S95,N80-N82,713.58
S96,N80-N82,1945.60
T,N80-N82,52.74
U,N80-N82,0
P3,N80-N82,22621
P51,N80-N82,6606.37
A01,O84,391.08
A02,O84,94.47
A03,O84,9.57
B,O84,304.6
C10-C12,O84,1627.38
C13-C15,O84,220.06
C16,O84,245.67
C17,O84,320.96
C18,O84,199.72
C19,O84,318.59
C20,O84,1200.56
C21,O84,400.08
C22,O84,445.94
C23,O84,478.17
C24,O84,527.72
C25,O84,694.49
C26,O84,488.69
C27,O84,478.18
C28,O84,857.75
C29,O84,910.25
C30,O84,226.72
C31_C32,O84,341.52
C33,O84,331.75
D35,O84,6450.74
E36,O84,186.6
E37-E39,O84,847.52
F,O84,4512.53
G45,O84,583.78
G46,O84,1601.16
G47,O84,1517.74
H49,O84,3241.19
H50,O84,225.58
H51,O84,385.96
H52,O84,815.47
H53,O84,212.23
I,O84,1020.35
J58,O84,292.2
J59_J60,O84,244.29
J61,O84,460.33
J62_J63,O84,866.06
K64,O84,1188.08
K65,O84,394
K66,O84,152.14
L68B,O84,4086.60
L68A,O84,2559.49
M69_M70,O84,2839.68
M71,O84,6654.30
M72,O84,451.24
M73,O84,615.12
M74_M75,O84,555.55
N77,O84,484.04
N78,O84,447.4
N79,O84,91.11
N80-N82,O84,1406
O84,O84,7559.09
P85,O84,2490.79
Q86,O84,1450.15
Q87_Q88,O84,1044.07
R90-R92,O84,302.48
R93,O84,318.42
S94,O84,621.2
S95,O84,37.31
S96,O84,130.9
T,O84,7.97
U,O84,0
P3,O84,"1,007,887.95"
P51,O84,5617.16
A01,P85,209.79
A02,P85,41.55
A03,P85,17.14
B,P85,127.09
C10-C12,P85,1097.98
C13-C15,P85,279.08
C16,P85,79.55
C17,P85,164.85
C18,P85,195.39
C19,P85,236.71
C20,P85,691.91
